cp,K,T,F,df,mid,iv,expiry
P,6760.0,0.010958904109589041,6717.85,1.0,47.349999999999994,0.06899167364328425,2025-10-06
C,6765.0,0.010958904109589041,6717.85,1.0,4.1,0.06780913544658512,2025-10-06
P,6765.0,0.010958904109589041,6717.85,1.0,51.25,0.0678091354465864,2025-10-06
C,6770.0,0.010958904109589041,6717.85,1.0,3.25,0.06713272344127809,2025-10-06
P,6770.0,0.010958904109589041,6717.85,1.0,55.349999999999994,0.06680653993281324,2025-10-06
C,6775.0,0.010958904109589041,6717.85,1.0,2.5,0.06616365348998188,2025-10-06
P,6775.0,0.010958904109589041,6717.85,1.0,59.6,0.06578713730374375,2025-10-06
C,6780.0,0.010958904109589041,6717.85,1.0,1.975,0.06596647196200707,2025-10-06
P,6780.0,0.010958904109589041,6717.85,1.0,64.0,0.06487114006716177,2025-10-06
C,6785.0,0.010958904109589041,6717.85,1.0,1.4500000000000002,0.06481008491576337,2025-10-06
P,6785.0,0.010958904109589041,6717.85,1.0,68.55,0.06428617477104444,2025-10-06
C,6790.0,0.010958904109589041,6717.85,1.0,1.075,0.06412064681875458,2025-10-06
P,6790.0,0.010958904109589041,6717.85,1.0,73.19999999999999,0.06380418578112176,2025-10-06
C,6645.0,0.0136986301369863,6718.4,1.0,84.5,0.11763747320814263,2025-10-07
P,6645.0,0.0136986301369863,6718.4,1.0,10.65,0.11564355159237093,2025-10-07
C,6650.0,0.0136986301369863,6718.4,1.0,79.85,0.11439042972771826,2025-10-07
P,6650.0,0.0136986301369863,6718.4,1.0,11.35,0.11396084454684388,2025-10-07
C,6655.0,0.0136986301369863,6718.4,1.0,75.55000000000001,0.112471302634776,2025-10-07
P,6655.0,0.0136986301369863,6718.4,1.0,12.05,0.11205574841814578,2025-10-07
C,6660.0,0.0136986301369863,6718.4,1.0,71.35,0.11073696202820811,2025-10-07
P,6660.0,0.0136986301369863,6718.4,1.0,12.75,0.10993219083434742,2025-10-07
C,6665.0,0.0136986301369863,6718.4,1.0,67.15,0.10876287399336781,2025-10-07
P,6665.0,0.0136986301369863,6718.4,1.0,13.55,0.10798266841784881,2025-10-07
C,6670.0,0.0136986301369863,6718.4,1.0,63.099999999999994,0.10711844126116149,2025-10-07
P,6670.0,0.0136986301369863,6718.4,1.0,14.45,0.10617249750922043,2025-10-07
C,6675.0,0.0136986301369863,6718.4,1.0,59.05,0.10520497299419447,2025-10-07
P,6675.0,0.0136986301369863,6718.4,1.0,15.45,0.10446959866953504,2025-10-07
C,6680.0,0.0136986301369863,6718.4,1.0,54.95,0.10284446884778323,2025-10-07
P,6680.0,0.0136986301369863,6718.4,1.0,16.5,0.10266539347458098,2025-10-07
C,6685.0,0.0136986301369863,6718.4,1.0,51.099999999999994,0.10109540502657721,2025-10-07
P,6685.0,0.0136986301369863,6718.4,1.0,17.65,0.10092076786184032,2025-10-07
C,6690.0,0.0136986301369863,6718.4,1.0,47.3,0.09920911090110654,2025-10-07
P,6690.0,0.0136986301369863,6718.4,1.0,18.9,0.09920911090110221,2025-10-07
C,6695.0,0.0136986301369863,6718.4,1.0,43.7,0.09767265245518902,2025-10-07
P,6695.0,0.0136986301369863,6718.4,1.0,20.25,0.09750535759298036,2025-10-07
C,6700.0,0.0136986301369863,6718.4,1.0,40.099999999999994,0.09578550996392342,2025-10-07
P,6700.0,0.0136986301369863,6718.4,1.0,21.7,0.0957855099639203,2025-10-07
C,6705.0,0.0136986301369863,6718.4,1.0,36.65,0.0940260704230667,2025-10-07
P,6705.0,0.0136986301369863,6718.4,1.0,23.25,0.09402607042306729,2025-10-07
C,6710.0,0.0136986301369863,6718.4,1.0,33.35,0.09236392592020481,2025-10-07
P,6710.0,0.0136986301369863,6718.4,1.0,25.0,0.09252448572102305,2025-10-07
C,6715.0,0.0136986301369863,6718.4,1.0,30.25,0.09093115460804604,2025-10-07
P,6715.0,0.0136986301369863,6718.4,1.0,26.85,0.09093115460804437,2025-10-07
C,6720.0,0.0136986301369863,6718.4,1.0,27.25,0.08938325326279788,2025-10-07
P,6720.0,0.0136986301369863,6718.4,1.0,28.85,0.08938325326279752,2025-10-07
C,6725.0,0.0136986301369863,6718.4,1.0,24.35,0.08769769698901254,2025-10-07
P,6725.0,0.0136986301369863,6718.4,1.0,30.95,0.08769769698900934,2025-10-07
C,6730.0,0.0136986301369863,6718.4,1.0,21.65,0.08617139537749242,2025-10-07
P,6730.0,0.0136986301369863,6718.4,1.0,33.2,0.0860097916183264,2025-10-07
C,6735.0,0.0136986301369863,6718.4,1.0,19.15,0.08478820717042512,2025-10-07
P,6735.0,0.0136986301369863,6718.4,1.0,35.7,0.08462400486098917,2025-10-07
C,6740.0,0.0136986301369863,6718.4,1.0,16.8,0.08337070340337245,2025-10-07
P,6740.0,0.0136986301369863,6718.4,1.0,38.3,0.08303466670360073,2025-10-07
C,6745.0,0.0136986301369863,6718.4,1.0,14.600000000000001,0.08190155205954937,2025-10-07
P,6745.0,0.0136986301369863,6718.4,1.0,41.15,0.08172833962580868,2025-10-07
C,6750.0,0.0136986301369863,6718.4,1.0,12.65,0.08072276549250974,2025-10-07
P,6750.0,0.0136986301369863,6718.4,1.0,44.2,0.08054282565365045,2025-10-07
C,6755.0,0.0136986301369863,6718.4,1.0,10.85,0.07949020946344118,2025-10-07
P,6755.0,0.0136986301369863,6718.4,1.0,47.25,0.07873494399343038,2025-10-07
C,6760.0,0.0136986301369863,6718.4,1.0,9.2,0.07819701321268686,2025-10-07
P,6760.0,0.0136986301369863,6718.4,1.0,50.599999999999994,0.07739721728706632,2025-10-07
C,6765.0,0.0136986301369863,6718.4,1.0,7.7,0.07683803679367235,2025-10-07
P,6765.0,0.0136986301369863,6718.4,1.0,54.15,0.07619617390772618,2025-10-07
C,6770.0,0.0136986301369863,6718.4,1.0,6.4,0.07564177143742531,2025-10-07
P,6770.0,0.0136986301369863,6718.4,1.0,57.85,0.07494738559925468,2025-10-07
C,6775.0,0.0136986301369863,6718.4,1.0,5.3,0.0746760862855553,2025-10-07
P,6775.0,0.0136986301369863,6718.4,1.0,61.75,0.07391772811643674,2025-10-07
C,6780.0,0.0136986301369863,6718.4,1.0,4.35,0.07377162601380637,2025-10-07
P,6780.0,0.0136986301369863,6718.4,1.0,65.8,0.0729340548751321,2025-10-07
C,6785.0,0.0136986301369863,6718.4,1.0,3.5,0.07269056885449467,2025-10-07
P,6785.0,0.0136986301369863,6718.4,1.0,69.94999999999999,0.07175047994898874,2025-10-07
C,6790.0,0.0136986301369863,6718.4,1.0,2.825,0.0719538951943113,2025-10-07
P,6790.0,0.0136986301369863,6718.4,1.0,74.19999999999999,0.07034965858040942,2025-10-07
C,6645.0,0.01643835616438356,6719.2,1.0,88.7,0.12130555210761222,2025-10-08
P,6645.0,0.01643835616438356,6719.2,1.0,14.45,0.12111670754102909,2025-10-08
C,6650.0,0.01643835616438356,6719.2,1.0,84.55,0.11988494094441597,2025-10-08
P,6650.0,0.01643835616438356,6719.2,1.0,15.25,0.11951773848128033,2025-10-08
C,6655.0,0.01643835616438356,6719.2,1.0,80.3,0.11791231517054378,2025-10-08
P,6655.0,0.01643835616438356,6719.2,1.0,16.05,0.1177334119907724,2025-10-08
C,6660.0,0.01643835616438356,6719.2,1.0,74.15,0.1090594282771768,2025-10-08
P,6660.0,0.01643835616438356,6719.2,1.0,16.95,0.11611433244624454,2025-10-08
C,6665.0,0.01643835616438356,6719.2,1.0,72.15,0.1146354000321049,2025-10-08
P,6665.0,0.01643835616438356,6719.2,1.0,17.9,0.11446533315751851,2025-10-08
C,6670.0,0.01643835616438356,6719.2,1.0,68.19999999999999,0.11310748434181492,2025-10-08
P,6670.0,0.01643835616438356,6719.2,1.0,18.9,0.11277529560191427,2025-10-08
C,6675.0,0.01643835616438356,6719.2,1.0,64.2,0.11119568714899353,2025-10-08
P,6675.0,0.01643835616438356,6719.2,1.0,19.95,0.11103318390690292,2025-10-08
C,6680.0,0.01643835616438356,6719.2,1.0,60.35,0.1095462181646498,2025-10-08
P,6680.0,0.01643835616438356,6719.2,1.0,21.15,0.10954621816464981,2025-10-08
C,6685.0,0.01643835616438356,6719.2,1.0,56.599999999999994,0.10797254445657435,2025-10-08
P,6685.0,0.01643835616438356,6719.2,1.0,22.35,0.10781641682463705,2025-10-08
C,6690.0,0.01643835616438356,6719.2,1.0,52.900000000000006,0.10630217773288528,2025-10-08
P,6690.0,0.01643835616438356,6719.2,1.0,23.7,0.10630217773288396,2025-10-08
C,6695.0,0.01643835616438356,6719.2,1.0,49.35,0.10482652021289805,2025-10-08
P,6695.0,0.01643835616438356,6719.2,1.0,25.05,0.10452429426887327,2025-10-08
C,6700.0,0.01643835616438356,6719.2,1.0,45.8,0.10307441446149368,2025-10-08
P,6700.0,0.01643835616438356,6719.2,1.0,26.65,0.10322356013549829,2025-10-08
C,6705.0,0.01643835616438356,6719.2,1.0,42.5,0.10177722811182756,2025-10-08
P,6705.0,0.01643835616438356,6719.2,1.0,28.25,0.10162965823796645,2025-10-08
C,6710.0,0.01643835616438356,6719.2,1.0,39.2,0.10017464215391414,2025-10-08
P,6710.0,0.01643835616438356,6719.2,1.0,29.95,0.1000282241404878,2025-10-08
C,6715.0,0.01643835616438356,6719.2,1.0,36.05,0.09869424576082202,2025-10-08
P,6715.0,0.01643835616438356,6719.2,1.0,31.8,0.09854853600662648,2025-10-08
C,6720.0,0.01643835616438356,6719.2,1.0,33.0,0.09717325881295119,2025-10-08
P,6720.0,0.01643835616438356,6719.2,1.0,33.8,0.09717325881294833,2025-10-08
C,6725.0,0.01643835616438356,6719.2,1.0,30.15,0.09588753324775781,2025-10-08
P,6725.0,0.01643835616438356,6719.2,1.0,35.900000000000006,0.09574175080291376,2025-10-08
C,6730.0,0.01643835616438356,6719.2,1.0,27.35,0.0943856273404955,2025-10-08
P,6730.0,0.01643835616438356,6719.2,1.0,38.099999999999994,0.09423897024812203,2025-10-08
C,6735.0,0.01643835616438356,6719.2,1.0,24.7,0.0929448475507455,2025-10-08
P,6735.0,0.01643835616438356,6719.2,1.0,40.45,0.0927966777502094,2025-10-08
C,6740.0,0.01643835616438356,6719.2,1.0,22.2,0.09155347888729595,2025-10-08
P,6740.0,0.01643835616438356,6719.2,1.0,42.900000000000006,0.09125267420774046,2025-10-08
C,6745.0,0.01643835616438356,6719.2,1.0,19.85,0.09020176274970677,2025-10-08
P,6745.0,0.01643835616438356,6719.2,1.0,45.599999999999994,0.09004834548577799,2025-10-08
C,6750.0,0.01643835616438356,6719.2,1.0,17.6,0.08872461381541882,2025-10-08
P,6750.0,0.01643835616438356,6719.2,1.0,48.400000000000006,0.08872461381541732,2025-10-08
C,6755.0,0.01643835616438356,6719.2,1.0,15.65,0.08775080784188972,2025-10-08
P,6755.0,0.01643835616438356,6719.2,1.0,51.400000000000006,0.08758855315990934,2025-10-08
C,6760.0,0.01643835616438356,6719.2,1.0,13.75,0.08648696212268227,2025-10-08
P,6760.0,0.01643835616438356,6719.2,1.0,54.35,0.08581275202886664,2025-10-08
C,6765.0,0.01643835616438356,6719.2,1.0,12.0,0.08524807591549413,2025-10-08
P,6765.0,0.01643835616438356,6719.2,1.0,57.55,0.08436687959862578,2025-10-08
C,6770.0,0.01643835616438356,6719.2,1.0,10.399999999999999,0.08403857967794975,2025-10-08
P,6770.0,0.01643835616438356,6719.2,1.0,61.0,0.0832967591597981,2025-10-08
C,6775.0,0.01643835616438356,6719.2,1.0,9.0,0.08306441847796052,2025-10-08
P,6775.0,0.01643835616438356,6719.2,1.0,64.55,0.08208151616255262,2025-10-08
C,6780.0,0.01643835616438356,6719.2,1.0,7.7,0.08196446437469407,2025-10-08
P,6780.0,0.01643835616438356,6719.2,1.0,68.25,0.08091382223793654,2025-10-08
C,6785.0,0.01643835616438356,6719.2,1.0,6.5,0.08072718830309984,2025-10-08
P,6785.0,0.01643835616438356,6719.2,1.0,72.15,0.080048047643909,2025-10-08
C,6790.0,0.01643835616438356,6719.2,1.0,5.5,0.07982837357020374,2025-10-08
P,6790.0,0.01643835616438356,6719.2,1.0,76.0,0.078346735368641,2025-10-08
C,6645.0,0.019178082191780823,6719.85,1.0,93.0,0.12530052336357678,2025-10-09
P,6645.0,0.019178082191780823,6719.85,1.0,18.2,0.1254672900409416,2025-10-09
C,6650.0,0.019178082191780823,6719.85,1.0,87.30000000000001,0.11859015848863302,2025-10-09
P,6650.0,0.019178082191780823,6719.85,1.0,19.15,0.12417491210425047,2025-10-09
C,6655.0,0.019178082191780823,6719.85,1.0,84.75,0.12207600506754183,2025-10-09
P,6655.0,0.019178082191780823,6719.85,1.0,20.0,0.12239494734842911,2025-10-09
C,6660.0,0.019178082191780823,6719.85,1.0,80.8,0.12077308271621072,2025-10-09
P,6660.0,0.019178082191780823,6719.85,1.0,21.0,0.12092914765186799,2025-10-09
C,6665.0,0.019178082191780823,6719.85,1.0,76.85,0.11929005046356009,2025-10-09
P,6665.0,0.019178082191780823,6719.85,1.0,22.0,0.11929005046355945,2025-10-09
C,6670.0,0.019178082191780823,6719.85,1.0,72.94999999999999,0.11777790011812646,2025-10-09
P,6670.0,0.019178082191780823,6719.85,1.0,23.1,0.11777790011812857,2025-10-09
C,6675.0,0.019178082191780823,6719.85,1.0,69.1,0.11622818612654309,2025-10-09
P,6675.0,0.019178082191780823,6719.85,1.0,24.25,0.11622818612654696,2025-10-09
C,6680.0,0.019178082191780823,6719.85,1.0,65.35,0.11477732898098018,2025-10-09
P,6680.0,0.019178082191780823,6719.85,1.0,25.5,0.11477732898098403,2025-10-09
C,6685.0,0.019178082191780823,6719.85,1.0,61.65,0.11326737112628502,2025-10-09
P,6685.0,0.019178082191780823,6719.85,1.0,26.8,0.11326737112628474,2025-10-09
C,6690.0,0.019178082191780823,6719.85,1.0,58.05,0.1118307878901145,2025-10-09
P,6690.0,0.019178082191780823,6719.85,1.0,28.15,0.11169010395984962,2025-10-09
C,6695.0,0.019178082191780823,6719.85,1.0,54.5,0.11031480075250434,2025-10-09
P,6695.0,0.019178082191780823,6719.85,1.0,29.65,0.11031480075250862,2025-10-09
C,6700.0,0.019178082191780823,6719.85,1.0,51.0,0.10871089284183101,2025-10-09
P,6700.0,0.019178082191780823,6719.85,1.0,31.25,0.10898590131062558,2025-10-09
C,6705.0,0.019178082191780823,6719.85,1.0,47.65,0.1072823867253406,2025-10-09
P,6705.0,0.019178082191780823,6719.85,1.0,32.85,0.10741871911858246,2025-10-09
C,6710.0,0.019178082191780823,6719.85,1.0,44.400000000000006,0.10587809834272784,2025-10-09
P,6710.0,0.019178082191780823,6719.85,1.0,34.599999999999994,0.10601355443725577,2025-10-09
C,6715.0,0.019178082191780823,6719.85,1.0,41.25,0.1044863579673826,2025-10-09
P,6715.0,0.019178082191780823,6719.85,1.0,36.45,0.10462125608087075,2025-10-09
C,6720.0,0.019178082191780823,6719.85,1.0,38.25,0.10323055274674028,2025-10-09
P,6720.0,0.019178082191780823,6719.85,1.0,38.400000000000006,0.10323055274674109,2025-10-09
C,6725.0,0.019178082191780823,6719.85,1.0,35.3,0.10183039079195554,2025-10-09
P,6725.0,0.019178082191780823,6719.85,1.0,40.5,0.1019652194557157,2025-10-09
C,6730.0,0.019178082191780823,6719.85,1.0,32.45,0.10040973523307684,2025-10-09
P,6730.0,0.019178082191780823,6719.85,1.0,42.599999999999994,0.10040973523307958,2025-10-09
C,6735.0,0.019178082191780823,6719.85,1.0,29.75,0.09909369758190684,2025-10-09
P,6735.0,0.019178082191780823,6719.85,1.0,44.95,0.09923004868692406,2025-10-09
C,6740.0,0.019178082191780823,6719.85,1.0,27.2,0.09787492656634082,2025-10-09
P,6740.0,0.019178082191780823,6719.85,1.0,47.400000000000006,0.0980127231884718,2025-10-09
C,6745.0,0.019178082191780823,6719.85,1.0,24.8,0.09674843210357856,2025-10-09
P,6745.0,0.019178082191780823,6719.85,1.0,49.95,0.09674843210358125,2025-10-09
C,6750.0,0.019178082191780823,6719.85,1.0,22.4,0.09528487624404566,2025-10-09
P,6750.0,0.019178082191780823,6719.85,1.0,52.65,0.09556950793053735,2025-10-09
C,6755.0,0.019178082191780823,6719.85,1.0,20.25,0.09418362075667229,2025-10-09
P,6755.0,0.019178082191780823,6719.85,1.0,55.45,0.0943291208285245,2025-10-09
C,6760.0,0.019178082191780823,6719.85,1.0,18.2,0.093017246334094,2025-10-09
P,6760.0,0.019178082191780823,6719.85,1.0,58.400000000000006,0.09316665579326794,2025-10-09
C,6765.0,0.019178082191780823,6719.85,1.0,16.35,0.09208498783470731,2025-10-09
P,6765.0,0.019178082191780823,6719.85,1.0,61.3,0.09146811891585044,2025-10-09
C,6770.0,0.019178082191780823,6719.85,1.0,14.45,0.09061153447497242,2025-10-09
P,6770.0,0.019178082191780823,6719.85,1.0,64.5,0.09029147524170279,2025-10-09
C,6775.0,0.019178082191780823,6719.85,1.0,12.85,0.08969680345100128,2025-10-09
P,6775.0,0.019178082191780823,6719.85,1.0,67.85,0.08919654056877646,2025-10-09
C,6780.0,0.019178082191780823,6719.85,1.0,11.35,0.08872108202546268,2025-10-09
P,6780.0,0.019178082191780823,6719.85,1.0,71.3,0.08802193846025848,2025-10-09
C,6785.0,0.019178082191780823,6719.85,1.0,9.9,0.0874977244365783,2025-10-09
P,6785.0,0.019178082191780823,6719.85,1.0,74.9,0.0869445172719389,2025-10-09
C,6790.0,0.019178082191780823,6719.85,1.0,8.65,0.08657595872864544,2025-10-09
P,6790.0,0.019178082191780823,6719.85,1.0,78.6,0.08579340117569752,2025-10-09
C,6645.0,0.021917808219178082,6722.3,1.0,99.15,0.13056671503441383,2025-10-10
P,6645.0,0.021917808219178082,6722.3,1.0,21.85,0.1305667150344135,2025-10-10
C,6650.0,0.021917808219178082,6722.3,1.0,95.1,0.12916328285902295,2025-10-10
P,6650.0,0.021917808219178082,6722.3,1.0,22.8,0.1291632828590235,2025-10-10
C,6655.0,0.021917808219178082,6722.3,1.0,91.1,0.12776716274199448,2025-10-10
P,6655.0,0.021917808219178082,6722.3,1.0,23.75,0.1276213276714356,2025-10-10
C,6660.0,0.021917808219178082,6722.3,1.0,87.15,0.12637098593968318,2025-10-10
P,6660.0,0.021917808219178082,6722.3,1.0,24.8,0.12622776279334907,2025-10-10
C,6665.0,0.021917808219178082,6722.3,1.0,83.15,0.12468601603406196,2025-10-10
P,6665.0,0.021917808219178082,6722.3,1.0,25.9,0.12482683705990084,2025-10-10
C,6670.0,0.021917808219178082,6722.3,1.0,79.35,0.12341159364398613,2025-10-10
P,6670.0,0.021917808219178082,6722.3,1.0,27.0,0.1232730504952147,2025-10-10
C,6675.0,0.021917808219178082,6722.3,1.0,75.55,0.12197517544874188,2025-10-10
P,6675.0,0.021917808219178082,6722.3,1.0,28.15,0.12170227703680844,2025-10-10
C,6680.0,0.021917808219178082,6722.3,1.0,71.85,0.1206452582964288,2025-10-10
P,6680.0,0.021917808219178082,6722.3,1.0,29.45,0.12037626337749506,2025-10-10
C,6685.0,0.021917808219178082,6722.3,1.0,68.05000000000001,0.1188787762674855,2025-10-10
P,6685.0,0.021917808219178082,6722.3,1.0,30.75,0.11887877626748433,2025-10-10
C,6690.0,0.021917808219178082,6722.3,1.0,64.44999999999999,0.11747048696000524,2025-10-10
P,6690.0,0.021917808219178082,6722.3,1.0,32.15,0.11747048696000621,2025-10-10
C,6695.0,0.021917808219178082,6722.3,1.0,60.95,0.11614002857782976,2025-10-10
P,6695.0,0.021917808219178082,6722.3,1.0,33.65,0.11614002857782858,2025-10-10
C,6700.0,0.021917808219178082,6722.3,1.0,57.5,0.11474829314474802,2025-10-10
P,6700.0,0.021917808219178082,6722.3,1.0,35.25,0.11487687483400827,2025-10-10
C,6705.0,0.021917808219178082,6722.3,1.0,54.15,0.11341612782839437,2025-10-10
P,6705.0,0.021917808219178082,6722.3,1.0,36.85,0.11341612782839308,2025-10-10
C,6710.0,0.021917808219178082,6722.3,1.0,50.900000000000006,0.11213392180575148,2025-10-10
P,6710.0,0.021917808219178082,6722.3,1.0,38.55,0.11200709768960498,2025-10-10
C,6715.0,0.021917808219178082,6722.3,1.0,47.7,0.11076645683338125,2025-10-10
P,6715.0,0.021917808219178082,6722.3,1.0,40.400000000000006,0.11076645683338214,2025-10-10
C,6720.0,0.021917808219178082,6722.3,1.0,44.599999999999994,0.10943228100868554,2025-10-10
P,6720.0,0.021917808219178082,6722.3,1.0,42.3,0.10943228100868471,2025-10-10
C,6725.0,0.021917808219178082,6722.3,1.0,41.65,0.10824879421636005,2025-10-10
P,6725.0,0.021917808219178082,6722.3,1.0,44.3,0.10812284173822835,2025-10-10
C,6730.0,0.021917808219178082,6722.3,1.0,38.75,0.10695619973478876,2025-10-10
P,6730.0,0.021917808219178082,6722.3,1.0,46.400000000000006,0.10683000395526343,2025-10-10
C,6735.0,0.021917808219178082,6722.3,1.0,35.95,0.10567270887385824,2025-10-10
P,6735.0,0.021917808219178082,6722.3,1.0,48.6,0.10554596954249987,2025-10-10
C,6740.0,0.021917808219178082,6722.3,1.0,33.25,0.10439080119058751,2025-10-10
P,6740.0,0.021917808219178082,6722.3,1.0,50.95,0.10439080119058883,2025-10-10
C,6745.0,0.021917808219178082,6722.3,1.0,30.700000000000003,0.10323194062730374,2025-10-10
P,6745.0,0.021917808219178082,6722.3,1.0,53.25,0.10284543990154714,2025-10-10
C,6750.0,0.021917808219178082,6722.3,1.0,28.25,0.10206321196261896,2025-10-10
P,6750.0,0.021917808219178082,6722.3,1.0,55.849999999999994,0.10180234642817028,2025-10-10
C,6755.0,0.021917808219178082,6722.3,1.0,25.9,0.10087854148968399,2025-10-10
P,6755.0,0.021917808219178082,6722.3,1.0,58.5,0.10061361996782134,2025-10-10
C,6760.0,0.021917808219178082,6722.3,1.0,23.7,0.0998067912000173,2025-10-10
P,6760.0,0.021917808219178082,6722.3,1.0,61.25,0.09940193990351034,2025-10-10
C,6765.0,0.021917808219178082,6722.3,1.0,21.6,0.09871290326960672,2025-10-10
P,6765.0,0.021917808219178082,6722.3,1.0,64.15,0.09829905889902442,2025-10-10
C,6770.0,0.021917808219178082,6722.3,1.0,19.6,0.09759231877342346,2025-10-10
P,6770.0,0.021917808219178082,6722.3,1.0,67.1,0.0970260936976115,2025-10-10
C,6775.0,0.021917808219178082,6722.3,1.0,17.8,0.09673175115152374,2025-10-10
P,6775.0,0.021917808219178082,6722.3,1.0,70.2,0.09585723863679445,2025-10-10
C,6780.0,0.021917808219178082,6722.3,1.0,16.0,0.0955541190091591,2025-10-10
P,6780.0,0.021917808219178082,6722.3,1.0,73.5,0.09495138951629718,2025-10-10
C,6785.0,0.021917808219178082,6722.3,1.0,14.399999999999999,0.0946503574170728,2025-10-10
P,6785.0,0.021917808219178082,6722.3,1.0,76.8,0.09371158167802898,2025-10-10
C,6790.0,0.021917808219178082,6722.3,1.0,12.899999999999999,0.09373041654360516,2025-10-10
P,6790.0,0.021917808219178082,6722.3,1.0,80.3,0.0927519216474344,2025-10-10
C,6645.0,0.030136986301369864,6722.35,1.0,103.7,0.12281928591065025,2025-10-13
P,6645.0,0.030136986301369864,6722.35,1.0,25.95,0.12181670493553935,2025-10-13
C,6650.0,0.030136986301369864,6722.35,1.0,99.25,0.12043696875376625,2025-10-13
P,6650.0,0.030136986301369864,6722.35,1.0,26.95,0.1205604122663376,2025-10-13
C,6655.0,0.030136986301369864,6722.35,1.0,95.25,0.11907283724619352,2025-10-13
P,6655.0,0.030136986301369864,6722.35,1.0,28.1,0.11955876978704619,2025-10-13
